Provider_Number,Facility_Name,Address,City,State,County,Profit_or_Non_Profit,Chain_Owned,Chain_Organization,No_Dialysis_Stations,Patient_Transfusion_category_text,transfusion_summary,hypercalcemia_summary,Serum_phosphorus_summary,Patient_hospitalization_category_text,Patient_Hospital_Readmission_Category,Patient_Survival_Category_Text,hospitalization_summary,hospital_readmission_summary,survival_summary,Patient_Infection_category_text,Fistula_Category_Text,fistula_summary,long_term_catheter_summary,Npcr_summary,SWR_category_text,PPPW_category_text
252566,RCG LOUISVILLE,562-A EAST MAIN STREET,LOUISVILLE,MS,WINSTON,Profit,Yes,FRESENIUS MEDICAL CARE,17,As Expected,54,77,77,As Expected,As Expected,As Expected,63,27,274,As Expected,As Expected,77,77,0,Worse than Expected,As Expected
252567,RCG TUNICA,1821 US HIGHWAY 61 NORTH,TUNICA,MS,TUNICA,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,54,73,75,As Expected,As Expected,As Expected,65,107,324,Better than Expected,As Expected,72,72,0,As Expected,As Expected
252568,"LAKELAND HOME PROGRAM, LLC",209 MAR LYN DRIVE,BRANDON,MS,RANKIN,Profit,Yes,FRESENIUS MEDICAL CARE,36,As Expected,147,193,200,As Expected,As Expected,As Expected,175,194,642,Better than Expected,As Expected,201,201,0,As Expected,As Expected
232629,RRC - LAPEER,1375 N MAIN ST,LAPEER,MI,LAPEER,Profit,Yes,RELIANT RENAL CARE,12,As Expected,52,81,86,As Expected,As Expected,As Expected,59,80,267,As Expected,As Expected,84,84,0,As Expected,As Expected
252589,"RCG MISSISSIPPI, INC",1300 38TH AVENUE EAST,MERIDIAN,MS,LAUDERDALE,Profit,Yes,FRESENIUS MEDICAL CARE,14,As Expected,52,83,90,As Expected,As Expected,As Expected,67,72,113,As Expected,As Expected,88,88,0,Not Available,As Expected
252590,"BIO-MEDICAL APPLICATIONS OF MISSISSIPPI, INC.",656 NORTH STATE STREET,JACKSON,MS,HINDS,Profit,Yes,FRESENIUS MEDICAL CARE,10,As Expected,62,91,102,As Expected,Better than Expected,As Expected,76,115,118,Better than Expected,As Expected,102,102,0,Not Available,As Expected
252591,"RCG OXFORD HOME THERAPIES, LLC",1306 BELK BLVD,OXFORD,MS,NA,Profit,Yes,FRESENIUS MEDICAL CARE,0,As Expected,29,40,46,As Expected,As Expected,As Expected,33,26,49,Not Available,Not Available,6,6,0,Not Available,As Expected
252592,"RENAL CARE GROUP TUPELO, LLC",1031 S MADISON ST,TUPELO,MS,NA,Profit,Yes,FRESENIUS MEDICAL CARE,14,As Expected,46,54,57,As Expected,As Expected,As Expected,55,59,55,As Expected,Better than Expected,57,57,0,Not Available,As Expected
252593,"FRESENIUS MEDICAL CARE ADAMS COUNTY HOME, LLC",151 JEFFERSON DAVIS BLVD STE D,NATCHEZ,MS,NA,Profit,Yes,FRESENIUS MEDICAL CARE,1,Not Available,18,23,25,As Expected,Not Available,Not Available,22,10,22,Not Available,Not Available,8,8,0,Not Available,As Expected
242550,FMC DIALYSIS - GRAND RAPIDS,155 SE 13TH ST,GRAND RAPIDS,MN,ITASCA,Profit,Yes,FRESENIUS MEDICAL CARE,11,As Expected,36,50,54,As Expected,As Expected,As Expected,48,48,143,As Expected,As Expected,53,53,0,Not Available,As Expected
242551,FMC DIALYSIS - CENTRAL MN REGIONAL DIALYSIS,17315 ZANE ST NW,ELK RIVER,MN,SHERBURNE,Profit,Yes,FRESENIUS MEDICAL CARE,13,As Expected,24,32,34,As Expected,As Expected,As Expected,29,30,113,As Expected,As Expected,34,34,0,Not Available,As Expected
242552,DAVITA HOME DIALYSIS UNIT,825 S 8TH ST,MINNEAPOLIS,MN,HENNEPIN,Profit,Yes,DAVITA,6,As Expected,47,70,74,As Expected,As Expected,As Expected,55,68,215,Not Available,As Expected,15,15,0,As Expected,As Expected
252519,DAVITA OCEAN SPRINGS DIALYSIS,13150 PONCE DE LEON RD,OCEAN SPRINGS,MS,JACKSON,Profit,Yes,DAVITA,17,As Expected,104,129,138,As Expected,As Expected,As Expected,111,124,425,As Expected,As Expected,140,140,0,As Expected,As Expected
252520,RCG PHILADELPHIA,PO BOX 6264,PHILADELPHIA,MS,NESHOBA,Profit,Yes,FRESENIUS MEDICAL CARE,34,As Expected,115,140,144,As Expected,As Expected,As Expected,124,118,555,As Expected,As Expected,146,146,0,As Expected,As Expected
252521,DAVITA CANTON RENAL CENTER,620 E. PEACE ST.,CANTON,MS,MADISON,Profit,Yes,DAVITA,22,As Expected,53,73,71,As Expected,As Expected,As Expected,56,38,235,As Expected,As Expected,74,74,0,As Expected,As Expected
232709,FMC - EAST ANN ARBOR HOME DIALYSIS,4949 WASHTENAW AVE,ANN ARBOR,MI,WASHTENAW,Profit,Yes,FRESENIUS MEDICAL CARE,0,Worse than Expected,25,38,39,As Expected,As Expected,As Expected,29,21,84,Not Available,As Expected,16,16,0,Not Available,As Expected
232710,DAVITA STARRWOOD HT AT HOME,3425 STARR RD STE A,ROYAL OAK,MI,OAKLAND,Profit,Yes,DAVITA,0,As Expected,35,55,61,As Expected,As Expected,As Expected,41,44,90,Not Available,Not Available,10,10,0,Not Available,Better than Expected
232711,DAVITA GRAND BLANC HOME TRAINING,8195 S SAGINAW ST,GRAND BLANC,MI,GENESEE,Profit,Yes,DAVITA,0,As Expected,30,40,42,As Expected,Not Available,As Expected,33,9,95,Not Available,Not Available,10,10,0,Not Available,As Expected
232712,NEPHROLOGY CENTER OF EASTPOINTE LLC,24931 KELLY RD,EASTPOINTE,MI,MACOMB,Profit,Yes,AMERICAN RENAL ASSOCIATES,24,As Expected,43,79,86,As Expected,As Expected,As Expected,61,105,171,Better than Expected,As Expected,84,84,0,As Expected,As Expected
232713,DAVITA PARTRIDGE CREEK AT HOME,46360 GRATIOT AVE,CHESTERFIELD,MI,NA,Profit,Yes,DAVITA,24,As Expected,46,57,61,As Expected,As Expected,As Expected,50,60,140,As Expected,As Expected,55,55,0,Not Available,As Expected
232630,FMC - CHESTERFIELD,48656 GRATIOT AVE,CHESTERFIELD,MI,MACOMB,Profit,Yes,FRESENIUS MEDICAL CARE,16,Worse than Expected,45,59,61,As Expected,As Expected,Better than Expected,53,77,218,As Expected,As Expected,61,61,0,Not Available,As Expected
232631,DAVITA EAST DEARBORN DIALYSIS,13200 W WARREN AVE,DEARBORN,MI,WAYNE,Profit,Yes,DAVITA,16,As Expected,58,93,96,Worse than Expected,As Expected,Better than Expected,73,149,275,As Expected,As Expected,99,99,0,As Expected,As Expected
232632,DAVITA CHELSEA DIALYSIS,1620 COMMERCE PARK DR,CHELSEA,MI,WASHTENAW,Profit,Yes,DAVITA,8,As Expected,28,42,48,As Expected,As Expected,As Expected,36,53,119,As Expected,As Expected,46,46,0,Not Available,As Expected
232633,FMC - KALAMAZOO EAST,2901 E KILGORE RD,KALAMAZOO,MI,KALAMAZOO,Profit,Yes,FRESENIUS MEDICAL CARE,17,As Expected,48,77,82,As Expected,As Expected,As Expected,58,55,225,As Expected,As Expected,82,82,0,As Expected,As Expected
232634,LANSING DIALYSIS OF FMC,2710 S WASHINGTON AVE,LANSING,MI,INGHAM,Profit,Yes,FRESENIUS MEDICAL CARE,37,As Expected,119,165,172,As Expected,As Expected,As Expected,148,207,556,As Expected,As Expected,170,170,0,As Expected,Worse than Expected
232657,FMC - CARO DIALYSIS,95 ELMDOR DR,CARO,MI,TUSCOLA,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,24,41,41,As Expected,As Expected,As Expected,31,43,117,As Expected,As Expected,42,42,0,Not Available,Worse than Expected
232658,WAYNE COUNTY DIALYSIS,20001 LIVERNOIS AVE STE 500,DETROIT,MI,WAYNE,Profit,Yes,AMERICAN RENAL ASSOCIATES,25,As Expected,39,102,105,Worse than Expected,As Expected,Better than Expected,81,149,400,As Expected,As Expected,107,107,0,As Expected,As Expected
232659,FMC - GULL ROAD,5010 GULL RD,KALAMAZOO,MI,KALAMAZOO,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,38,52,55,As Expected,As Expected,As Expected,45,26,197,As Expected,As Expected,54,54,0,Not Available,Worse than Expected
232660,FMS - SHELDON CORNERS,6064 N SHELDON RD,CANTON,MI,WAYNE,Profit,Yes,FRESENIUS MEDICAL CARE,16,Worse than Expected,92,126,129,As Expected,As Expected,As Expected,105,122,381,As Expected,As Expected,105,105,0,As Expected,As Expected
232661,DAVITA WEST BLOOMFIELD DIALYSIS,6010 W MAPLE RD STE 215,WEST BLOOMFIELD,MI,OAKLAND,Profit,Yes,DAVITA,10,As Expected,44,54,54,As Expected,As Expected,Better than Expected,50,50,208,As Expected,As Expected,54,54,0,Not Available,As Expected
232662,FRESENIUS MEDICAL CARE - JACKSON OAKS,128 N ELM AVE,JACKSON,MI,JACKSON,Profit,Yes,FRESENIUS MEDICAL CARE,21,As Expected,108,149,158,As Expected,As Expected,As Expected,138,167,458,Better than Expected,As Expected,139,139,0,Better than Expected,As Expected
252522,FMC CANTON,1976 HWY 43 N.,CANTON,MS,MADISON,Profit,Yes,FRESENIUS MEDICAL CARE,18,As Expected,73,96,106,As Expected,As Expected,As Expected,85,108,335,As Expected,As Expected,106,106,0,As Expected,As Expected
252523,COLUMBIA DIALYSIS,1214 HIGHWAY 98 BYPASS,COLUMBIA,MS,MARION,Profit,No,INDEPENDENT,30,Worse than Expected,77,105,113,As Expected,Worse than Expected,As Expected,92,157,263,As Expected,As Expected,110,110,0,Not Available,As Expected
252524,FMC SOUTHWEST JACKSON,1856 HOSPITAL DRIVE,JACKSON,MS,HINDS,Profit,Yes,FRESENIUS MEDICAL CARE,29,As Expected,118,147,153,As Expected,As Expected,As Expected,134,162,533,As Expected,As Expected,152,152,0,Worse than Expected,As Expected
262523,DAVITA HARRISONVILLE RENAL CENTER,308 GALAXIE AVENUE,HARRISONVILLE,MO,CASS,Profit,Yes,DAVITA,12,As Expected,29,39,40,As Expected,As Expected,As Expected,35,61,140,As Expected,As Expected,37,37,0,Not Available,As Expected
262524,DAVITA CRYSTAL CITY DIALYSIS CENTER,960 S. TRUMAN BLVD.,CRYSTAL CITY,MO,JEFFERSON,Profit,Yes,DAVITA,12,As Expected,33,59,61,As Expected,As Expected,As Expected,41,63,193,As Expected,As Expected,50,50,0,Not Available,As Expected
242572,FMC - COON RAPIDS,3465 NORTHDALE BLVD NW,COON RAPIDS,MN,ANOKA,Profit,Yes,FRESENIUS MEDICAL CARE,12,Worse than Expected,42,51,54,As Expected,As Expected,As Expected,47,74,190,As Expected,As Expected,53,53,0,As Expected,As Expected
242573,DAVITA HIGHLAND PARK DIALYSIS,1559 7TH ST W,SAINT PAUL,MN,RAMSEY,Profit,Yes,DAVITA,12,As Expected,43,57,57,As Expected,As Expected,As Expected,49,59,183,As Expected,As Expected,59,59,0,Not Available,As Expected
242574,DAVITA SUN RAY DIALYSIS UNIT,1744 OLD HUDSON ROAD,SAINT PAUL,MN,RAMSEY,Profit,Yes,DAVITA,12,As Expected,59,87,91,As Expected,As Expected,As Expected,65,80,249,As Expected,As Expected,92,92,0,Not Available,As Expected
242575,FMC - SOUTHTOWN DIALYSIS,7901 XERXES AVE S,BLOOMINGTON,MN,HENNEPIN,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,24,35,39,As Expected,Better than Expected,As Expected,29,33,113,As Expected,As Expected,38,38,0,Not Available,As Expected
242577,FMC - WEST ST PAUL DIALYSIS,1590 S ROBERT ST,WEST ST PAUL,MN,DAKOTA,Profit,Yes,FRESENIUS MEDICAL CARE,13,As Expected,37,48,53,As Expected,As Expected,As Expected,40,52,154,As Expected,As Expected,54,54,0,Not Available,As Expected
242578,FRESENIUS MEDICAL CARE - WACONIA DIALYSIS,"560 S MAPLE ST, STE 6",WACONIA,MN,CARVER,Profit,Yes,FRESENIUS MEDICAL CARE,10,Worse than Expected,25,33,38,As Expected,As Expected,As Expected,29,38,127,As Expected,As Expected,38,38,0,Not Available,As Expected
232733,"FMS BEAUMONTH HEALTH, LLC",44300 DEQUINDRE RD,STERLING HEIGHTS,MI,NA,Profit,Yes,FRESENIUS MEDICAL CARE,22,Worse than Expected,114,177,184,As Expected,As Expected,Better than Expected,146,189,226,Not Available,As Expected,156,156,0,Not Available,As Expected
232734,DIALYSIS CARE CENTER FREMONT LLC,1454 W MAIN ST,FREMONT,MI,NA,Profit,Yes,DIALYSIS CARE CENTER FREMONT LLC,7,Not Available,11,18,19,As Expected,As Expected,Not Available,13,18,13,Not Available,As Expected,19,19,0,Not Available,As Expected
232735,BIO MEDICAL APPLICATIONS OF MICHIGAN INC,5250 AUTO CLUB DR STE 100,DEARBORN,MI,NA,Profit,Yes,FRESENIUS MEDICAL CARE,13,Not Available,4,7,7,Not Available,Not Available,Not Available,7,2,7,Not Available,Not Available,7,7,0,Not Available,Not Available
232736,DAVITA ROSEVILLE COMMONS DIALYSIS,18001 E 10 MILE RD STE B,ROSEVILLE,MI,NA,Profit,Yes,DAVITA,24,Not Available,16,27,31,As Expected,As Expected,Not Available,19,27,20,As Expected,As Expected,28,28,0,Not Available,As Expected
232737,"FMS CLYDE PARK SOUTH, LLC",5311 CLYDE PARK AVENUE SW,GRAND RAPIDS,MI,NA,Profit,Yes,FRESENIUS MEDICAL CARE,16,Not Available,5,7,7,Not Available,Not Available,Not Available,6,2,6,Not Available,Not Available,7,7,0,Not Available,Not Available
232738,DAVITA WYOMING STREET DIALYSIS,13945 WYOMING ST,DETROIT,MI,NA,Profit,Yes,DAVITA,13,Not Available,16,23,28,Not Available,As Expected,Not Available,18,14,18,Not Available,Worse than Expected,26,26,0,Not Available,As Expected
242512,DAVITA MAPLEWOOD DIALYSIS CENTER,"2785 WHITE BEAR AVE, SUITE 201",MAPLEWOOD,MN,RAMSEY,Profit,Yes,DAVITA,16,As Expected,45,67,72,As Expected,As Expected,As Expected,52,54,217,As Expected,As Expected,70,70,0,As Expected,As Expected
242513,DAVITA ST PAUL DIALYSIS,"555 PARK ST, SUITE 180",SAINT PAUL,MN,RAMSEY,Profit,Yes,DAVITA,16,As Expected,62,88,87,As Expected,As Expected,Better than Expected,67,61,239,As Expected,As Expected,89,89,0,As Expected,As Expected
242514,DAVITA COON RAPIDS DIALYSIS UNIT,"3960 COON RAPIDS BLVD, SUITE 309",COON RAPIDS,MN,ANOKA,Profit,Yes,DAVITA,16,As Expected,35,51,51,As Expected,As Expected,As Expected,38,56,155,As Expected,As Expected,53,53,0,Not Available,As Expected
242515,DAVITA BURNSVILLE DIALYSIS UNIT,501 E NICOLLET BLVD,BURNSVILLE,MN,DAKOTA,Profit,Yes,DAVITA,20,As Expected,51,67,75,As Expected,As Expected,As Expected,60,58,275,Worse than Expected,As Expected,75,75,0,As Expected,As Expected
242518,DAVITA ARDEN HILLS DIALYSIS UNIT,3900 NORTHWOODS DR STE 110,ARDEN HILLS,MN,RAMSEY,Profit,Yes,DAVITA,12,As Expected,35,55,56,As Expected,As Expected,As Expected,42,59,162,As Expected,As Expected,58,58,0,Not Available,Better than Expected
262527,DAVITA DE BALIVIERE DIALYSIS,324 DEBALIVIERE AVE,SAINT LOUIS,MO,SAINT LOUIS CITY,Profit,Yes,DAVITA,32,As Expected,77,107,108,As Expected,As Expected,As Expected,90,108,409,As Expected,As Expected,108,108,0,As Expected,As Expected
262528,QUALITY CARE DIALYSIS CENTERS - BRIDGETON,12484 ST. CHARLES ROCK RD,BRIDGETON,MO,SAINT LOUIS,Profit,Yes,FRESENIUS MEDICAL CARE,14,As Expected,46,59,62,As Expected,As Expected,As Expected,51,61,204,As Expected,As Expected,62,62,0,Not Available,As Expected
262530,DAVITA LIBERTY,2525 GLENN HENDREN DR.,LIBERTY,MO,CLAY,Profit,Yes,DAVITA,14,As Expected,36,51,62,As Expected,As Expected,As Expected,48,53,196,As Expected,As Expected,63,63,0,Not Available,As Expected
262531,FRESENIUS OF NORMANDY,101 NORTH OAKS PLAZA,NORMANDY,MO,SAINT LOUIS,Profit,Yes,FRESENIUS MEDICAL CARE,24,As Expected,77,107,115,As Expected,As Expected,As Expected,86,136,357,Better than Expected,As Expected,115,115,0,Worse than Expected,As Expected
232688,FRESENIUS MEDICAL CARE AT BENTON HARBOR,338 8TH ST,BENTON HARBOR,MI,BERRIEN,Profit,Yes,FRESENIUS MEDICAL CARE,21,As Expected,93,133,136,As Expected,As Expected,As Expected,100,118,388,As Expected,As Expected,137,137,0,As Expected,As Expected
232689,DAVITA NORTON SHORES DIALYSIS,955 SEMINOLE RD,MUSKEGON,MI,MUSKEGON,Profit,Yes,DAVITA,12,As Expected,31,44,50,As Expected,As Expected,As Expected,36,39,141,As Expected,As Expected,51,51,0,Not Available,As Expected
252544,FMC BAY ST LOUIS S. MS KIDNEY CTR,5401 GEX ROAD,DIAMONDHEAD,MS,HANCOCK,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,58,75,85,As Expected,As Expected,As Expected,66,83,240,As Expected,As Expected,86,86,1,As Expected,As Expected
252545,RCG HOLLY SPRINGS,1325 HIGHWAY 4 EAST,HOLLY SPRINGS,MS,MARSHALL,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,70,87,91,As Expected,As Expected,As Expected,79,94,328,Better than Expected,Better than Expected,94,94,0,As Expected,As Expected
252546,WIGGINS DIALYSIS,503 FIRST STREET,WIGGINS,MS,STONE,Profit,No,INDEPENDENT,12,Worse than Expected,21,32,35,As Expected,As Expected,As Expected,26,23,87,As Expected,As Expected,35,35,0,Not Available,As Expected
252547,FMC ORANGE GROVE,11531 OLD HIGHWAY 49,GULFPORT,MS,HARRISON,Profit,Yes,FRESENIUS MEDICAL CARE,18,As Expected,72,99,102,As Expected,Worse than Expected,As Expected,84,121,333,As Expected,As Expected,103,103,0,As Expected,As Expected
252548,FMC KOSCIUSKO,107 RIDGEWOOD CIRCLE,KOSCIUSKO,MS,ATTALA,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,76,101,103,As Expected,As Expected,Better than Expected,87,65,292,As Expected,As Expected,104,104,0,As Expected,As Expected
242599,DAVITA MARSHALL HOME TRAINING (PD/HHD),1420 E COLLEGE DR STE 900,MARSHALL,MN,LYON,Profit,Yes,DAVITA,0,Not Available,6,9,9,Not Available,Not Available,As Expected,7,4,31,Not Available,Not Available,0,0,0,Not Available,Not Available
242600,DAVITA ROCHESTER DIALYSIS,2660 S BROADWAY STE A,ROCHESTER,MN,OLMSTED,Profit,Yes,DAVITA,12,As Expected,39,59,63,As Expected,As Expected,As Expected,43,55,123,As Expected,As Expected,58,58,0,Not Available,As Expected
242601,FMC - PLYMOUTH CREEK,3007 HARBOR LN N STE 100,PLYMOUTH,MN,MERRIMACK,Profit,Yes,FRESENIUS MEDICAL CARE,17,As Expected,30,36,36,As Expected,As Expected,As Expected,33,33,138,As Expected,As Expected,36,36,0,Not Available,As Expected
242602,FRESENIUS MEDICAL CARE - LAKEVILLE,17592 DODD BLVD,LAKEVILLE,MN,BALTIMORE,Profit,Yes,FRESENIUS MEDICAL CARE,13,As Expected,24,29,32,As Expected,As Expected,As Expected,28,24,75,As Expected,As Expected,32,32,0,Not Available,As Expected
242603,DAVITA LARPENTEUR AVE DIALYSIS,1739 LEXINGTON AVE N,SAINT PAUL,MN,DOUGHERTY,Profit,Yes,DAVITA,12,As Expected,32,61,62,As Expected,As Expected,As Expected,37,36,98,As Expected,As Expected,41,41,0,Not Available,As Expected
242604,FRESENIUS MEDICAL CARE - CLOQUET,512 SKYLINE BLVD,CLOQUET,MN,CARLTON,Profit,Yes,FRESENIUS MEDICAL CARE,8,As Expected,30,40,41,As Expected,As Expected,As Expected,33,48,101,As Expected,As Expected,41,41,0,Not Available,As Expected
243531,CENTRACARE KIDNEY PROG AT LAKEWOOD HEALTH SYSTEM,403 EAST PRAIRIE AVE,STAPLES,MN,TODD,Non-Profit,Yes,CENTRACARE DIALYSIS,12,As Expected,30,39,40,As Expected,As Expected,As Expected,34,35,113,As Expected,As Expected,39,39,0,Not Available,As Expected
243532,MAYO DIALYSIS ROCHESTER - NORTHEAST,3041 STONEHEDGE DRIVE NE,ROCHESTER,MN,OLMSTED,Non-Profit,Yes,MAYO CLINIC DIALYSIS,24,As Expected,79,102,103,As Expected,As Expected,Better than Expected,94,104,380,As Expected,As Expected,101,101,0,Not Available,As Expected
243533,SATELLITE DIALYSIS - ORTONVILLE,814 ROY ST,ORTONVILLE,MN,BIG STONE,Non-Profit,No,INDEPENDENT,7,Not Available,6,10,11,Not Available,Not Available,As Expected,9,2,49,Not Available,As Expected,11,11,0,Not Available,Not Available
243534,SANFORD DIALYSIS RED LAKE,RED LAKE HOSPITAL,RED LAKE,MN,BELTRAMI,Non-Profit,Yes,SANFORD HEALTH,5,As Expected,27,31,31,As Expected,As Expected,As Expected,29,41,110,As Expected,As Expected,31,31,0,Not Available,Worse than Expected
243535,MAYO DIALYSIS - ALBERT LEA,1705 SE BROADWAY,ALBERT LEA,MN,FREEBORN,Non-Profit,Yes,MAYO CLINIC DIALYSIS,18,As Expected,59,75,79,As Expected,As Expected,As Expected,69,77,256,As Expected,As Expected,79,79,0,Not Available,As Expected
243536,CENTRACARE KIDNEY PROGRAM - LITCHFIELD,520 US HIGHWAY 12 E,LITCHFIELD,MN,MEEKER,Non-Profit,Yes,CENTRACARE DIALYSIS,9,As Expected,27,34,35,As Expected,As Expected,As Expected,33,35,114,As Expected,As Expected,36,36,0,Not Available,As Expected
232690,DAVITA WALKER DIALYSIS,2680 WALKER AVE NW STE A,GRAND RAPIDS,MI,KENT,Profit,Yes,DAVITA,17,As Expected,50,71,76,As Expected,As Expected,As Expected,57,59,214,As Expected,As Expected,75,75,0,As Expected,As Expected
232691,HOME DIALYSIS SPECIALTY CENTER,29001 HARPER AVE,SAINT CLAIR SHORES,MI,MACOMB,Profit,Yes,GREENFIELD HEALTH SYSTEMS,1,As Expected,28,37,43,As Expected,As Expected,As Expected,33,28,97,Not Available,Not Available,0,0,0,Not Available,As Expected
232692,DAVITA GRAYLING HOME TRAINING PD,125 E MICHIGAN AVE,GRAYLING,MI,CRAWFORD,Profit,Yes,DAVITA,1,Not Available,14,25,25,As Expected,As Expected,As Expected,16,12,48,Not Available,Not Available,0,0,0,Not Available,As Expected
232693,DAVITA BELTLINE HOME TRAINING,330 E BELTLINE AVE NE STE 2047,GRAND RAPIDS,MI,KENT,Profit,Yes,DAVITA,1,As Expected,35,60,67,As Expected,As Expected,As Expected,41,34,124,Not Available,Not Available,7,7,0,Not Available,Better than Expected
242553,DAVITA MINNEAPOLIS NE DIALYSIS,1049 10TH AVE SE,MINNEAPOLIS,MN,HENNEPIN,Profit,Yes,DAVITA,12,As Expected,24,29,32,As Expected,As Expected,As Expected,26,45,116,As Expected,As Expected,32,32,0,Not Available,As Expected
252549,DAVITA BRANDON RENAL CENTER,101 CHRISTIAN DRIVE,BRANDON,MS,RANKIN,Profit,Yes,DAVITA,20,As Expected,46,65,71,As Expected,As Expected,As Expected,53,74,227,Better than Expected,As Expected,64,64,0,As Expected,As Expected
232610,DAVITA PARK PLAZA DIALYSIS,G-1075 N BALLENGER HWY,FLINT,MI,GENESEE,Profit,Yes,DAVITA,12,As Expected,53,84,86,As Expected,As Expected,As Expected,67,76,267,As Expected,As Expected,87,87,0,As Expected,As Expected
232611,FMC - BIG RAPIDS,14307 NORTHLAND DR,BIG RAPIDS,MI,MECOSTA,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,42,61,63,As Expected,As Expected,As Expected,50,43,198,Better than Expected,As Expected,62,62,0,Not Available,As Expected
232612,NW DETROIT DIALYSIS - LAHSER SATELLITE,25664 LAHSER ROAD,SOUTHFIELD,MI,OAKLAND,Profit,Yes,GREENFIELD HEALTH SYSTEMS,24,As Expected,109,165,169,As Expected,As Expected,As Expected,126,181,507,Better than Expected,As Expected,147,147,0,As Expected,As Expected
232613,DAVITA OAK PARK DIALYSIS,13481 W 10 MILE RD,OAK PARK,MI,OAKLAND,Profit,Yes,DAVITA,20,As Expected,63,93,105,As Expected,As Expected,As Expected,72,115,296,As Expected,As Expected,107,107,0,As Expected,As Expected
232614,"GREAT LAKES DIALYSIS, LLC",14614 KERCHEVAL ST,DETROIT,MI,WAYNE,Profit,No,INDEPENDENT,24,Worse than Expected,86,114,121,Worse than Expected,Worse than Expected,As Expected,98,196,406,Better than Expected,As Expected,120,120,0,As Expected,As Expected
252569,SILVER CREEK DIALYSIS,21 EMU STREET,SILVER CREEK,MS,LAWRENCE,Profit,No,INDEPENDENT,18,As Expected,26,30,34,As Expected,Worse than Expected,As Expected,30,16,173,As Expected,As Expected,34,34,0,Not Available,As Expected
252570,PACHUTA DIALYSIS,P.O. BOX 340,PACHUTA,MS,CLARKE,Profit,No,INDEPENDENT,9,As Expected,29,31,32,As Expected,As Expected,As Expected,30,30,108,As Expected,As Expected,32,32,0,Not Available,As Expected
252571,DRG FAYETTE,225 COMMUNITY DRIVE,FAYETTE,MS,JEFFERSON,Profit,No,INDEPENDENT,8,Not Available,9,14,14,As Expected,As Expected,As Expected,10,12,56,Not Available,As Expected,15,15,0,Not Available,Worse than Expected
252572,RCG WINONA,410 HIGHWAY 82,WINONA,MS,MONTGOMERY,Profit,Yes,FRESENIUS MEDICAL CARE,15,As Expected,36,53,53,As Expected,As Expected,As Expected,48,44,209,As Expected,As Expected,54,54,0,As Expected,As Expected
252573,RCG BELZONI,16451 U.S. HIGHWAY 49,BELZONI,MS,HUMPHREYS,Profit,Yes,FRESENIUS MEDICAL CARE,9,As Expected,38,46,47,As Expected,As Expected,As Expected,45,24,160,As Expected,As Expected,46,46,0,Not Available,As Expected
252574,"LAKELAND HOME PROGRAM, INC.",1010 LAKELAND SQUARE EXT,FLOWOOD,MS,RANKIN,Profit,Yes,FRESENIUS MEDICAL CARE,0,As Expected,103,141,148,As Expected,As Expected,Better than Expected,111,76,415,Not Available,As Expected,43,43,0,As Expected,As Expected
253503,MEDICAL MALL DIALYSIS,350 W. WOODROW WILSON,JACKSON,MS,HINDS,Non-Profit,No,STATE OWNED,48,As Expected,172,231,240,As Expected,As Expected,As Expected,190,178,767,Worse than Expected,As Expected,182,182,1,As Expected,As Expected
262309,SAINT LOUIS CHILDRENS HOSPITAL DIALYSIS,ONE CHILDRENS PLACE,SAINT LOUIS,MO,SAINT LOUIS CITY,Non-Profit,No,INDEPENDENT,5,Not Available,1,2,2,As Expected,As Expected,Not Available,19,32,57,Not Available,Not Available,1,1,8,As Expected,As Expected
262315,SALEM MEMORIAL HOSPITAL,35629 HWY 72 NORTH,SALEM,MO,DENT,Non-Profit,No,INDEPENDENT,6,Not Available,13,15,16,As Expected,As Expected,As Expected,15,27,60,As Expected,As Expected,16,16,0,Not Available,As Expected
262320,CARDINAL GLENNON CHILDRENS HOSPITAL DIALYSIS,1465 S GRAND BLVD,SAINT LOUIS,MO,SAINT LOUIS CITY,Non-Profit,No,INDEPENDENT,4,Not Available,2,1,2,As Expected,Not Available,Not Available,11,10,39,Not Available,Not Available,2,2,9,As Expected,As Expected
262326,CHILDRENS MERCY HOSPITAL DIALYSIS,2401 GILLHAM RD,KANSAS CITY,MO,JACKSON,Non-Profit,No,INDEPENDENT,10,Not Available,5,5,6,As Expected,As Expected,Not Available,19,21,73,Not Available,Not Available,5,5,11,As Expected,Better than Expected
242554,DAVITA ST LOUIS PARK DIALYSIS CENTER,3505 LOUISIANA AVE S,SAINT LOUIS PARK,MN,HENNEPIN,Profit,Yes,DAVITA,28,As Expected,76,124,128,As Expected,As Expected,As Expected,87,130,376,As Expected,As Expected,96,96,0,As Expected,Better than Expected
